# scheme: ExponentialFitting
# effective_scheme: ExponentialFitting
# xGrid: 200
# tGrid: 0
# r: 0.05
# q: 0
# sigma: 0.001
# strike: 100
# maturity: 1
# mMatrixPolicy: None
# mesh: Uniform1dMesher
node,S,lower,upper
177,171.581555090564,-4.44089209850063e-16,7.17733605434462
178,172.781017305869,-4.44089209850063e-16,7.17733605434462
179,173.988864511072,-4.44089209850063e-16,7.17733605434462
180,175.205155322487,-4.44089209850063e-16,7.17733605434462
181,176.429948766195,-4.44089209850063e-16,7.17733605434462
182,177.663304280904,-4.44089209850063e-16,7.17733605434462
183,178.905281720839,-4.44089209850063e-16,7.17733605434462
184,180.155941358639,-4.44089209850063e-16,7.17733605434462
185,181.41534388829,-4.44089209850063e-16,7.17733605434462
186,182.683550428066,-4.44089209850063e-16,7.17733605434462
187,183.960622523494,-4.44089209850063e-16,7.17733605434462
188,185.246622150345,-4.44089209850063e-16,7.17733605434462
189,186.541611717639,-4.44089209850063e-16,7.17733605434462
190,187.845654070673,-4.44089209850063e-16,7.17733605434462
191,189.158812494073,-4.44089209850063e-16,7.17733605434462
192,190.481150714862,-4.44089209850063e-16,7.17733605434462
193,191.812732905557,-4.44089209850063e-16,7.17733605434462
194,193.153623687281,-4.44089209850063e-16,7.17733605434462
195,194.503888132897,-4.44089209850063e-16,7.17733605434462
196,195.863591770169,-4.44089209850063e-16,7.17733605434462
197,197.232800584942,-4.44089209850063e-16,7.17733605434462
198,198.611581024341,-4.44089209850063e-16,7.17733605434462
